TIPO_RELACIONAMENTO;TP;Produtos Alertados;Empresas Alertadas;Descrição códigos Operacional;códigos Operacional;códigos Operacional M-1;Escore Final M-1;Valor Envolvido;ID Comunicado;Vlr Envolvido Comunicado;códigos Operacional Comunicado;Nova Pontuação;Data limite de análise;Data classificação risco;Data relacionamento Porto;Tempo de Relacionamento Porto;Data de nascimento ou fundação;Pontuação data nasc./fundação;Descrição data nasc./fundação;Cidade;UF;CEP;Pontuação CEP;Descrição CEP Risco;Descrição Endereço Igual;Pontuação Endereço Igual;Descrição Email Igual;Pontuação Email Igual;Última atualização cadastral;Descrição atualização cadastral;Pontuação atualização cadastral;Profissão econômica;Pontuação Profissão econômica;CNAE;Descrição do CNAE;Pontuação atividade econômica;Origem Renda/Fat médio;Renda/Fat médio;Pontuação Renda/Fat médio;Faixa Renda e/ou Fat médio;Renda IBGE;PEP;Pontuação PEP;Dossiê;Pontuação Dossiê;Detalhe da Ocorrência Dossiê;Pontuação Listas de Vigilância;Listas de vigilância;Descrição Listas de Vigilância;Pontuação Mídia;Detalhe/Resumo da Mídia;Pontuação Processos judiciais;Descrição Processos judiciais;Tem sócios?;Escore Socio;Tem participante?;Escore Participante;score_kyc_rep;Score Operacional;Score Produtos;Escore Final;ID;mes_origem;Conclusão
Cliente Global;F;Cartão;Porto Seg;Clientes que no período de 12 meses, efetuem pagamento de fatura igual ou superior a R$50 mil e valor maior do que sua renda (os pagamentos devem ser superiores por pelo menos 6 meses). / Clientes que efetuam compra única de valor elevado, acima de R$ 50.000,00, independente do valor da renda. / Clientes que realizem 10 ou mais pagamentos no período de 3 meses, cujo total dos pagamentos seja de valor igual ou superior a R$ 300.000,00.;BACEN_22 / BACEN_23 / BACEN_30;BACEN_30;1131;3678604;;;;0;9/28/24;8/14/24;9/29/15;8;9/28/81;0;;Santana De Parnaiba;SP;06537-485;0;;;;;0;Wed Jul 31 2024 00:00:00 GMT-0300 (Horário Padrão de Brasília);;0;ADMINISTRADORES;0;;;0;PH3A;6.004,00;50;Renda mensal entre 5 e 15 Mil;4.131,00;Não;0;Não;0;;0;;;0;;0;;Não;;Sim;130;350;1800;181;2331;202407000327;202407;Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes que no período de 12 meses, efetuem pagamento de fatura igual ou superior a R$50 mil e valor maior do que sua renda (os pagamentos devem ser superiores por pelo menos 6 meses). / Clientes que efetuam compra única de valor elevado, acima de R$ 50.000,00, independente do valor da renda.;BACEN_22 / BACEN_23;BACEN_22;1271;1523752;;;;0;9/28/24;8/14/24;5/3/16;8;4/29/77;0;;Rio De Janeiro;RJ;22743-670;70;CEPs de regiões próximas a favelas;CEPs de regiões próximas a favelas;;;0;Thu Aug 01 2024 00:00:00 GMT-0300 (Horário Padrão de Brasília);;0;;50;;;0;PH3A;26.948,00;70;Renda mensal entre 15 e 35 Mil;11.163,00;Não;0;Não;0;;0;;;0;;0;;Não;;Sim;170;490;1200;181;1871;202407000334;202407;Não Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes que efetuam compra única de valor elevado, acima de R$ 50.000,00, independente do valor da renda.;BACEN_23;;;52495;;;;0;9/28/24;8/14/24;7/28/16;8;7/20/82;0;;Sao Paulo;SP;02417-170;0;;Endereço igual;;;0;Sat May 04 2024 00:00:00 GMT-0300 (Horário Padrão de Brasília);;0;CORRETOR DE SEGUROS;0;;;0;QUOD;100.000,00;100;Renda mensal superior a 50 Mil;8.682,00;Não;0;Não;0;;0;;;0;;0;;Não;;Não;;150;600;181;931;202407000575;202407;Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes que efetuam compra única de valor elevado, acima de R$ 50.000,00, independente do valor da renda.;BACEN_23;;;93000;;;;0;9/28/24;8/14/24;8/28/18;5;6/27/66;0;;Cosmopolis;SP;13157-122;0;;;;;0;Mon Jul 08 2024 00:00:00 GMT-0300 (Horário Padrão de Brasília);;0;AUXILIAR DE ESCRITORIO;0;;;0;QUOD;42.997,00;80;Renda mensal entre 35 e 50 Mil;4.554,00;Não;0;Não;0;;0;;;0;;0;;Não;;Sim;130;130;600;181;911;202407000597;202407;Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes que efetuam compra única de valor elevado, acima de R$ 50.000,00, independente do valor da renda.;BACEN_23;;;66460;;;;0;9/28/24;8/14/24;10/19/23;0;11/6/57;0;Entre 65 e 79 anos;Sao Paulo;SP;05462-020;0;;;;;0;Sat Jul 20 2024 00:00:00 GMT-0300 (Horário Padrão de Brasília);;0;OFICIAIS GENERAIS DAS FORCAS ARMADAS;50;;;0;QUOD;43.790,00;80;Renda mensal entre 35 e 50 Mil;35.456,00;Não;0;Não;0;;0;;;0;;0;;Não;;Sim;121;130;600;181;911;202407000596;202407;Não Comunicar
Cliente Global;J;Cartão;Porto Seg;Clientes que efetuam compra única de valor elevado, acima de R$ 50.000,00, independente do valor da renda.;BACEN_23;BACEN_23;931;154462;;;;0;9/28/24;8/14/24;10/28/19;4;2/26/13;0;;Sao Jose Dos Campos;SP;12232-360;0;;;;;0;Tue May 02 2023 00:00:00 GMT-0300 (Horário Padrão de Brasília);Atualização Cadastral;1;;0;4751201;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;0;Serasa;11.250,00;10;Faturamento mensal menor que 180 Mil;4.424,00;Não;0;Não;0;;0;;;0;;0;;Sim;150;Não;;150;600;181;931;202407000582;202407;Não Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes que efetuam compra única de valor elevado, acima de R$ 50.000,00, independente do valor da renda.;BACEN_23;BACEN_23;931;69769;;;;0;9/28/24;8/14/24;12/21/13;10;3/13/69;0;;Sao Luis;MA;65075-740;0;;;;;0;Sat Jul 27 2024 00:00:00 GMT-0300 (Horário Padrão de Brasília);;0;;50;;;0;QUOD;51.163,00;100;Renda mensal superior a 50 Mil;17.860,00;Não;0;Não;0;;0;;;0;;0;;Não;;Não;;150;600;181;931;202407000577;202407;Não Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes que realizem 3 ou mais remessas ao exterior, dentro do mesmo mês calendário, através do cartão de crédito internacional, e cujo somatório seja de valor igual ou superior ao equivalente a US$ 3 mil. / Clientes que efetuam compra única de valor elevado, acima de R$ 50.000,00, independente do valor da renda.;BACEN_14 / BACEN_23;;;102076;;;;0;9/28/24;8/14/24;9/18/15;8;12/28/76;0;;Sao Caetano Do Sul;SP;09541-150;0;;Endereço igual;;;0;Thu Aug 01 2024 00:00:00 GMT-0300 (Horário Padrão de Brasília);;0;;50;;;0;QUOD;100.000,00;100;Renda mensal superior a 50 Mil;15.199,00;Não;0;Sim;50;Código: 270 - CLAUSULA DIFERENCIADA;0;;;0;;0;;Não;;Sim;81;350;610;181;1141;202407000396;202407;Não Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes que efetuam compra única de valor elevado, acima de R$ 50.000,00, independente do valor da renda.;BACEN_23;;;88870;;;;0;9/28/24;8/14/24;8/9/18;5;10/20/65;0;;Guarapuava;PR;85010-060;0;;;;;0;Tue May 14 2024 00:00:00 GMT-0300 (Horário Padrão de Brasília);;0;;50;;;0;QUOD;57.495,00;100;Renda mensal superior a 50 Mil;8.801,00;Não;0;Não;0;;0;;;0;;0;;Não;;Sim;151;350;600;181;1131;202407000408;202407;Não Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes que realizem 3 ou mais remessas ao exterior, dentro do mesmo mês calendário, através do cartão de crédito internacional, e cujo somatório seja de valor igual ou superior ao equivalente a US$ 3 mil. / Clientes que realizem 10 ou mais pagamentos no período de 3 meses, cujo total dos pagamentos seja de valor igual ou superior a R$ 300.000,00.;BACEN_14 / BACEN_30;BACEN_14;362;504655;;;;0;9/28/24;8/14/24;10/19/23;0;2/28/85;0;;Sao Paulo;SP;04236-310;70;CEPs de regiões próximas a favelas;CEPs de regiões próximas a favelas;;;0;Fri Jul 05 2024 00:00:00 GMT-0300 (Horário Padrão de Brasília);;0;OUTROS TRABALHADORES DOS SERVICOS;0;;;0;QUOD;23.364,00;70;Renda mensal entre 15 e 35 Mil;3.485,00;Não;0;Não;0;;0;;;0;;0;;Não;;Sim;171;171;610;181;962;202407000526;202407;Comunicar
Cliente Global;F;Locadora;Locadora;Clientes Locadora que adquiram bens de luxo ou de alto valor, dentro de um mesmo mês calendário, cujos valores, somados, resultem em importância igual ou superior a R$ 100.000,00, a qual extrapole 250% ou mais o valor da renda ou faturamento mensal do cliente com pagamento à vista (PIX, TED e Cartão;COAF_03;;;108799;;;;0;9/28/24;8/14/24;8/22/15;8;7/20/75;0;;Sao Paulo;SP;02450-001;0;;;;;0;Mon Jul 29 2024 00:00:00 GMT-0300 (Horário Padrão de Brasília);;0;DIRETOR COMERCIAL;0;;;0;QUOD;21.760,00;70;Renda mensal entre 15 e 35 Mil;11.416,00;Não;0;Sim;100;Código: 147 - 2BRF;0;;;0;;0;;Não;;Não;;270;600;140;1010;202407000479;202407;Não Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes que efetuam compra única de valor elevado, acima de R$ 50.000,00, independente do valor da renda.;BACEN_23;;;96561;;;;0;9/28/24;8/14/24;8/14/15;8;7/3/69;0;;Guarulhos;SP;07072-070;0;;;;;0;Sat May 04 2024 00:00:00 GMT-0300 (Horário Padrão de Brasília);;0;;50;;;0;QUOD;100.000,00;100;Renda mensal superior a 50 Mil;10.657,00;Não;0;Não;0;;0;;;0;;0;;Não;;Sim;131;150;600;181;931;202407000572;202407;Não Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes que realizem 3 ou mais remessas ao exterior, dentro do mesmo mês calendário, através do cartão de crédito internacional, e cujo somatório seja de valor igual ou superior ao equivalente a US$ 3 mil. / Clientes que efetuam compra única de valor elevado, acima de R$ 50.000,00, independente do valor da renda.;BACEN_14 / BACEN_23;;;88064;;;;0;9/28/24;8/14/24;11/30/12;11;7/14/72;0;;Sao Paulo;SP;04617-014;0;;;;;0;Sat May 04 2024 00:00:00 GMT-0300 (Hora oficial do Brasil);;0;;50;;;0;QUOD;68.538,00;100;Renda mensal superior a 50 Mil;21.580,00;Não;0;Não;0;;0;;;0;;0;;Não;;Não;;150;610;181;941;202407000548;202407;Não Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes que realizem 10 ou mais pagamentos no período de 3 meses, cujo total dos pagamentos seja de valor igual ou superior a R$ 300.000,00.;BACEN_30;BACEN_17 / BACEN_30;1481;448363;;;;0;9/28/24;8/14/24;9/2/13;10;11/6/88;0;;Guaxupe;MG;37800-000;50;CEPs de regiões próximas a rodoviárias;CEPs de regiões próximas a rodoviárias;;;0;Mon Jul 29 2024 00:00:00 GMT-0300 (Horário Padrão de Brasília);;0;;50;;;0;QUOD;64.715,00;100;Renda mensal superior a 50 Mil;2.939,00;Não;0;Não;0;;0;;;0;;0;;Não;;Não;;400;600;181;1181;202407000382;202407;Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes que efetuam compra única de valor elevado, acima de R$ 50.000,00, independente do valor da renda.;BACEN_23;;;73353;;;;0;9/28/24;8/14/24;11/29/12;11;7/11/79;0;;Sao Caetano Do Sul;SP;09531-175;0;;;;;0;Thu Jul 18 2024 00:00:00 GMT-0300 (Horário Padrão de Brasília);;0;;50;;;0;QUOD;100.000,00;100;Renda mensal superior a 50 Mil;9.572,00;Não;0;Não;0;;0;;;0;;0;;Não;;Não;;150;600;181;931;202407000574;202407;Não Comunicar
Cliente Global;F;Locadora;Locadora;Clientes Locadora que adquiram bens de luxo ou de alto valor, dentro de um mesmo mês calendário, cujos valores, somados, resultem em importância igual ou superior a R$ 100.000,00, a qual extrapole 250% ou mais o valor da renda ou faturamento mensal do cliente com pagamento à vista (PIX, TED e Cartão;COAF_03;;;126015;;;;0;9/28/24;8/14/24;10/9/16;7;2/3/65;0;;Sao Paulo;SP;04416-000;70;CEPs de regiões próximas a favelas;CEPs de regiões próximas a favelas;;;0;Tue Jul 30 2024 00:00:00 GMT-0300 (Horário Padrão de Brasília);;0;;50;;;0;QUOD;5.666,00;50;Renda mensal entre 5 e 15 Mil;3.562,00;Não;0;Não;0;;0;;;0;;0;;Não;;Sim;150;170;600;140;910;202407000601;202407;Não Comunicar
Cliente Global;F;Locadora;Locadora;Clientes Locadora que adquiram bens de luxo ou de alto valor, dentro de um mesmo mês calendário, cujos valores, somados, resultem em importância igual ou superior a R$ 100.000,00, a qual extrapole 250% ou mais o valor da renda ou faturamento mensal do cliente com pagamento à vista (PIX, TED e Cartão;COAF_03;;;102979;;;;0;9/28/24;8/14/24;8/22/15;8;11/29/66;0;;Sao Paulo;SP;03678-030;70;CEPs de regiões próximas a favelas;CEPs de regiões próximas a favelas;;;0;Thu Aug 01 2024 00:00:00 GMT-0300 (Horário Padrão de Brasília);;0;;50;;;0;QUOD;7.687,00;50;Renda mensal entre 5 e 15 Mil;5.361,00;Não;0;Não;0;;0;;;0;;0;;Não;;Não;;170;600;140;910;202407000602;202407;Não Comunicar
Cliente Global;J;Cartão;Porto Seg;Clientes que realizem 3 ou mais remessas ao exterior, dentro do mesmo mês calendário, através do cartão de crédito internacional, e cujo somatório seja de valor igual ou superior ao equivalente a US$ 3 mil. / Clientes que efetuam compra única de valor elevado, acima de R$ 50.000,00, independente do valor da renda.;BACEN_14 / BACEN_23;BACEN_14 / BACEN_23 / BACEN_29;1361;98852;;;;0;9/28/24;8/14/24;9/29/18;5;2/9/66;0;;Sao Paulo;SP;01205-001;70;CEPs de regiões próximas a favelas;CEPs de regiões próximas a favelas;;;0;Sat Jul 27 2024 00:00:00 GMT-0300 (Hora oficial do Brasil);;0;;0;6512000;SEGUROS NAO-VIDA;0;Serasa;125.000.000,00;100;Faturamento mensal superior a 4,8 milhões;4.733,00;Não;0;Não;0;;0;;;100;"04/08/2020: Um grupo de pessoas foi condenado por integrar quadrilha envolvida em esquema de fraude para que as seguradoras, Porto Seguro Companhia de Seguros Gerais e Sompo Seguros S.A., não precisassem pagar clientes assegurados. </p>
 
 </p>
 
 </p>";0;;Sim;130;Não;;270;610;181;1061;202407000442;202407;Não Comunicar
Cliente Global;F;PortoPar;PortoPar;Aporte/ investimentos (único) cujo valor seja igual ou superior a R$ 100 mil e superior ao equivalente a 18 vezes a renda ou faturamento mensal. / Clientes que realizem resgates de investimentos em período inferior a 30 dias da DATA da última aplicação e cujo valor total resgatado nos últimos 30 dias seja igual ou superior a R$ 100.000,00.;BACEN_03 / BACEN_04;BACEN_03 / BACEN_04;2005;166599;;;;0;9/28/24;8/14/24;6/24/16;8;4/19/93;0;;Rio De Janeiro;RJ;22775-046;70;CEPs de regiões próximas a favelas;CEPs de regiões próximas a favelas;;;0;Thu Jul 25 2024 00:00:00 GMT-0300 (Horário Padrão de Brasília);;0;;50;;;0;QUOD;5.169,00;50;Renda mensal entre 5 e 15 Mil;7.142,00;Não;0;Não;0;;0;;;0;;0;;Não;;Não;;270;1600;85;1955;202407000333;202407;Não Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes que gerem saldo credor no período e que solicitem a devolução do valor em conta corrente. Valor de devolução maior ou igual de R$ 30.000,00.;BACEN_24;;;30000;;;;0;9/28/24;8/14/24;8/7/15;9;1/10/73;0;;Uberlandia;MG;38411-201;0;;Endereço igual;;;0;Tue Jul 23 2024 00:00:00 GMT-0300 (Horário Padrão de Brasília);;0;;50;;;0;QUOD;24.620,00;70;Renda mensal entre 15 e 35 Mil;7.162,00;Não;0;Sim;50;Código: 8 - TRATATIVA DIFERENCIADA;0;;;0;;0;;Não;;Sim;100;220;600;181;1001;202407000488;202407;Não Comunicar
Cliente Global;F;PortoPar;PortoPar;Efetuar 3 ou mais aportes no mês e em um período de 6 meses efetuar 6 resgates.;BACEN_28;;;25950;;;;0;9/28/24;8/14/24;6/10/16;8;7/26/70;0;;Sao Paulo;SP;04651-060;70;CEPs de regiões próximas a favelas;CEPs de regiões próximas a favelas;;;0;Sat Jul 27 2024 00:00:00 GMT-0300 (Horário Padrão de Brasília);;0;CORRETOR DE SEGUROS;0;;;0;QUOD;5.018,00;50;Renda mensal entre 5 e 15 Mil;8.611,00;Não;0;Não;0;;0;;;0;;0;;Não;;Sim;100;120;800;85;1005;202407000483;202407;Não Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes que realizem 5 ou mais pagamentos de fatura no mês, cujo total dos pagamentos seja de valor igual ou superior a R$ 50.000,00. / Clientes que efetuam compra única de valor elevado, acima de R$ 50.000,00, independente do valor da renda.;BACEN_20 / BACEN_23;;;182588;;;;0;9/28/24;8/14/24;2/15/16;8;7/1/89;0;;Rio De Janeiro;RJ;22451-041;70;CEPs de regiões próximas a favelas;CEPs de regiões próximas a favelas;;;0;Wed Oct 12 2022 00:00:00 GMT-0300 (Horário Padrão de Brasília);Atualização Cadastral;1;;50;;;0;QUOD;100.000,00;100;Renda mensal superior a 50 Mil;8.107,00;Não;0;Não;0;;0;;;0;;0;;Não;;Não;;221;1000;181;1402;202407000362;202407;Não Comunicar
Cliente Global;F;PortoPar;PortoPar;Efetuar 3 ou mais aportes no mês e em um período de 6 meses efetuar 6 resgates.;BACEN_28;;;29500;;;;0;9/28/24;8/14/24;11/25/12;11;7/30/58;0;Entre 65 e 79 anos;Santana De Parnaiba;SP;06540-420;0;;;;;0;Sat Jul 20 2024 00:00:00 GMT-0300 (Horário Padrão de Brasília);;0;CORRETOR DE SEGUROS;0;;;0;QUOD;28.755,00;70;Renda mensal entre 15 e 35 Mil;28.451,00;Não;0;Não;0;;0;;;0;;0;;Não;;Não;;70;800;85;955;202407000537;202407;Não Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes que realizem 3 ou mais remessas ao exterior, dentro do mesmo mês calendário, através do cartão de crédito internacional, e cujo somatório seja de valor igual ou superior ao equivalente a US$ 3 mil. / Clientes que efetuam compra única de valor elevado, acima de R$ 50.000,00, independente do valor da renda.;BACEN_14 / BACEN_23;;;69972,65;;;;;9/28/24;8/14/24;11/29/12;11;12/10/79;0;;Sao Paulo;SP;04536-010;0;;Endereço igual;50;;0;8/1/24;;0;;50;;;0;QUOD;100.000,00;100;Renda mensal superior a 50 Mil;27.013,33;Não;0;Não;0;;0;;;0;;0;;Não;;Não;;200;610;181;991;202407000495;202407;Não Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes que realizem 3 ou mais remessas ao exterior, dentro do mesmo mês calendário, através do cartão de crédito internacional, e cujo somatório seja de valor igual ou superior ao equivalente a US$ 3 mil. / Clientes que efetuam compra única de valor elevado, acima de R$ 50.000,00, independente do valor da renda.;BACEN_14 / BACEN_23;;;93113;;;;0;9/28/24;8/14/24;5/13/16;8;6/24/61;0;;Sao Paulo;SP;05630-130;70;CEPs de regiões próximas a favelas;CEPs de regiões próximas a favelas;;;0;Thu May 02 2024 00:00:00 GMT-0300 (Hora oficial do Brasil);;0;;50;;;0;QUOD;3.500,00;30;Renda mensal entre 2.400 e 5 Mil;14.430,00;Não;0;Não;0;;0;;;0;;0;;Não;;Sim;191;191;610;181;982;202407000504;202407;Não Comunicar
Cliente Global;F;PortoPar;PortoPar;Aporte/ investimentos (único) cujo valor seja igual ou superior a R$ 100 mil e superior ao equivalente a 18 vezes a renda ou faturamento mensal. / Efetuar 3 ou mais aportes no mês e em um período de 6 meses efetuar 6 resgates.;BACEN_03 / BACEN_28;;;259633;;;;0;9/28/24;8/14/24;4/8/16;8;3/19/81;0;;Bertioga;SP;11261-005;0;;;;;0;Sun Jul 07 2024 00:00:00 GMT-0300 (Horário Padrão de Brasília);;0;CORRETORES DE SEGUROS;0;;;0;QUOD;4.108,00;30;Renda mensal entre 2.400 e 5 Mil;6.765,00;Não;0;Sim;50;Código: 262 - ALTO INDICE DE SINISTRALIDADE;0;;;0;;0;;Não;;Não;;80;1600;85;1765;202407000336;202407;Não Comunicar
Cliente Global;F;PortoPar;PortoPar;Efetuar 3 ou mais aportes no mês e em um período de 6 meses efetuar 6 resgates.;BACEN_28;;;77841;;;;0;9/28/24;8/14/24;10/9/16;7;3/10/97;0;;Sao Paulo;SP;04182-130;0;;;;;0;Wed Jul 24 2024 00:00:00 GMT-0300 (Horário Padrão de Brasília);;0;TECNICOS DE SEGUROS E AFINS;0;;;0;QUOD;8.041,00;50;Renda mensal entre 5 e 15 Mil;9.600,00;Não;0;Não;0;;0;;;0;;0;;Não;;Não;;50;800;85;935;202407000563;202407;Não Comunicar
Cliente Global;F;PortoPar;PortoPar;Efetuar 3 ou mais aportes no mês e em um período de 6 meses efetuar 6 resgates.;BACEN_28;;;51100;;;;0;9/28/24;8/14/24;5/27/16;8;9/1/71;0;;Sao Paulo;SP;02516-000;0;;;;;0;Fri Jul 26 2024 00:00:00 GMT-0300 (Horário Padrão de Brasília);;0;CORRETOR DE SEGUROS;0;;;0;QUOD;7.760,00;50;Renda mensal entre 5 e 15 Mil;9.306,00;Não;0;Não;0;;0;;;0;;0;;Não;;Não;;50;800;85;935;202407000560;202407;Não Comunicar
Cliente Global;F;PortoPar;PortoPar;Efetuar 3 ou mais aportes no mês e em um período de 6 meses efetuar 6 resgates.;BACEN_28;;;100144;;;;0;9/28/24;8/14/24;2/18/15;9;10/30/73;0;;Brasilia;DF;70680-178;0;;;;;0;Sat May 04 2024 00:00:00 GMT-0300 (Horário Padrão de Brasília);;0;TECNICOS EM OPERACOES E SERVICOS BANCARIOS;0;;;0;QUOD;1,00;30;Renda mensal menor que 2.400 Mil;21.854,00;Não;0;Não;0;;0;;;0;;0;;Não;;Não;;30;800;85;915;202407000591;202407;Não Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes que realizem 3 ou mais remessas ao exterior, dentro do mesmo mês calendário, através do cartão de crédito internacional, e cujo somatório seja de valor igual ou superior ao equivalente a US$ 3 mil. / Clientes que efetuam compra única de valor elevado, acima de R$ 50.000,00, independente do valor da renda.;BACEN_14 / BACEN_23;;;76107;;;;0;9/28/24;8/14/24;8/25/17;6;8/20/83;0;;Goiania;GO;74223-180;0;;;;;0;Wed Jun 19 2024 00:00:00 GMT-0300 (Hora oficial do Brasil);;0;;50;;;0;QUOD;100.000,00;100;Renda mensal superior a 50 Mil;21.666,00;Não;0;Sim;50;Código: 74 - ANALISE DE CREDITO - FIANCA;0;;;0;;0;;Não;;Não;;200;610;181;991;202407000497;202407;Não Comunicar
Cliente Global;F;Consórcio;Consórcio;Clientes que ofereçam lances de valor igual ou superior ao equivalente à renda ou faturamento anual declarado, e cujo valor do lance seja igual ou superior a R$ 50.000,00. / Clientes que ofereçam lances de valor igual ou superior a 80% do valor do bem/crédito, e cujo valor do lance seja igual ou superior a R$ 100.000,00.;BACEN_09 / BACEN_10;;;935589;;;;0;9/28/24;8/14/24;5/13/24;0;5/23/02;0;Entre 18 e 24 anos;Uberlandia;MG;38400-446;0;;;;;0;Wed Jul 03 2024 00:00:00 GMT-0300 (Horário Padrão de Brasília);;0;ADMINISTRADOR;0;;;0;QUOD;6.447,00;50;Renda mensal entre 5 e 15 Mil;8.063,00;Não;0;Não;0;;0;;;0;;0;;Não;;Não;;50;1200;100;1350;202407000369;202407;Não Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes que realizem 3 ou mais remessas ao exterior, dentro do mesmo mês calendário, através do cartão de crédito internacional, e cujo somatório seja de valor igual ou superior ao equivalente a US$ 3 mil. / Clientes que realizem 10 ou mais pagamentos no período de 3 meses, cujo total dos pagamentos seja de valor igual ou superior a R$ 300.000,00.;BACEN_14 / BACEN_30;BACEN_14 / BACEN_20;781;356622;;;;0;9/28/24;8/14/24;9/29/23;0;7/4/01;0;Entre 18 e 24 anos;Rio De Janeiro;RJ;22783-020;70;CEPs de regiões próximas a favelas;CEPs de regiões próximas a favelas;;;0;Sat Jul 27 2024 00:00:00 GMT-0300 (Hora oficial do Brasil);;0;;50;;;0;QUOD;25.722,00;70;Renda mensal entre 15 e 35 Mil;7.399,00;Não;0;Não;0;;0;;;0;;0;;Não;;Não;;190;610;181;981;202407000509;202407;Não Comunicar
Cliente Global;F;Consórcio;Consórcio;Clientes pessoa física ou pessoa jurídica que detenham, respectivamente, mais de 10 ou 20 cotas de consórcio, cujo valor global das parcelas, no mês calendário, seja igual ou superior ao equivalente a 70% da renda ou faturamento.;BACEN_07;;;11333;;;;0;9/28/24;8/14/24;10/20/15;8;2/27/63;0;;Sao Paulo;SP;04545-050;70;CEPs de regiões próximas a favelas;Endereço igual;;;0;Wed Jul 10 2024 00:00:00 GMT-0300 (Horário Padrão de Brasília);;0;;50;;;0;QUOD;1,00;30;Renda mensal menor que 2.400 Mil;17.026,00;Relacionado;125;Não;0;;0;;;0;;0;;Não;;Não;;325;600;100;1025;202407000468;202407;Não Comunicar
Cliente Global;F;Consórcio;Consórcio;Clientes que realizem o pagamento de 50% do valor total do crédito de uma mesma cota, dentro do mês calendário, e cujo valor total seja superior a R$ 50.000,00 e maior do que 3 vezes a renda/faturamento.;BACEN_11;;;66198;;;;0;9/28/24;8/14/24;5/9/16;8;6/9/75;0;;Sao Paulo;SP;04768-200;70;CEPs de regiões próximas a favelas;CEPs de regiões próximas a favelas;;;0;Thu Jul 25 2024 00:00:00 GMT-0300 (Horário Padrão de Brasília);;0;DIRETOR GERAL DE EMPRESA E ORGANIZACOES (EXCETO DE INTERESSE PUBLICO);0;;;0;QUOD;7.712,00;50;Renda mensal entre 5 e 15 Mil;8.434,00;Não;0;Não;0;;0;;;0;;0;;Não;;Não;;120;800;100;1020;202407000470;202407;Não Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes que realizem 3 ou mais remessas ao exterior, dentro do mesmo mês calendário, através do cartão de crédito internacional, e cujo somatório seja de valor igual ou superior ao equivalente a US$ 3 mil. / Clientes que realizem 10 ou mais pagamentos no período de 3 meses, cujo total dos pagamentos seja de valor igual ou superior a R$ 300.000,00.;BACEN_14 / BACEN_30;BACEN_30;931;331828;;;;0;9/28/24;8/14/24;9/8/15;8;9/29/79;0;;Barueri;SP;06458-020;0;;;;;0;Wed Jul 31 2024 00:00:00 GMT-0300 (Hora oficial do Brasil);;0;AUXILIAR DE ESCRITORIO;0;;;0;PH3A;30.770,00;70;Renda mensal entre 15 e 35 Mil;17.385,00;Não;0;Não;0;;0;;;0;;0;;Não;;Sim;150;150;610;181;941;202407000551;202407;Não Comunicar
Cliente Global;F;Cartão;Porto Seg;Clientes pessoa física ou pessoa jurídica que tenham realizado, no período de 3 meses, 60 compras ou mais, em um mesmo estabelecimento, e que o somatório ultrapasse o valor de R$ 30.000,00. / Clientes que realizem 10 ou mais pagamentos no período de 3 meses, cujo total dos pagamentos seja de valor igual ou superior a R$ 300.000,00.;BACEN_29 / BACEN_30;BACEN_17 / BACEN_30;1481;434257;;;;0;9/28/24;8/14/24;5/8/20;4;1/8/72;0;;Sao Paulo;SP;02977-190;70;CEPs de regiões próximas a favelas;CEPs de regiões próximas a favelas;;;0;Tue Jul 16 2024 00:00:00 GMT-0300 (Horário Padrão de Brasília);;0;;50;;;0;QUOD;37.230,00;80;Renda mensal entre 35 e 50 Mil;3.698,00;Não;0;Não;0;;0;;;0;;0;;Não;;Não;;300;900;181;1381;202407000367;202407;Não Comunicar
